"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name"
"48104","1.0","interacts with","Mention Sciences du Langage parcours Lexicographie, Terminographie et Traitement Automatique des Corpus (LTTAC) (interacts with) Pattern Recognition","false","interacts with","Mention Sciences du Langage parcours Lexicographie, Terminographie et Traitement Automatique des Corpus (LTTAC) (interacts with) Pattern Recognition"
"48105","1.0","interacts with","Mention Sciences du Langage parcours Lexicographie, Terminographie et Traitement Automatique des Corpus (LTTAC) (interacts with) POS-Tagging","false","interacts with","Mention Sciences du Langage parcours Lexicographie, Terminographie et Traitement Automatique des Corpus (LTTAC) (interacts with) POS-Tagging"
"48106","1.0","interacts with","Mention Sciences du Langage parcours Lexicographie, Terminographie et Traitement Automatique des Corpus (LTTAC) (interacts with) Text Mining","false","interacts with","Mention Sciences du Langage parcours Lexicographie, Terminographie et Traitement Automatique des Corpus (LTTAC) (interacts with) Text Mining"
"48108","1.0","interacts with","VILA/DIGHUMLAB Online Course in Transcription Software (interacts with) Encoding","false","interacts with","VILA/DIGHUMLAB Online Course in Transcription Software (interacts with) Encoding"
"48110","1.0","interacts with","VILA/DIGHUMLAB Online Course in Collecting Audiovisual Data (interacts with) Encoding","false","interacts with","VILA/DIGHUMLAB Online Course in Collecting Audiovisual Data (interacts with) Encoding"
"48112","1.0","interacts with","VILA/DIGHUMLAB Online Course in Editing Video (interacts with) Encoding","false","interacts with","VILA/DIGHUMLAB Online Course in Editing Video (interacts with) Encoding"
"48113","1.0","interacts with","Introduction to Digital Humanities1 (interacts with) Georeferencing ","false","interacts with","Introduction to Digital Humanities1 (interacts with) Georeferencing "
"48114","1.0","interacts with","Introduction to Digital Humanities1 (interacts with) Mapping","false","interacts with","Introduction to Digital Humanities1 (interacts with) Mapping"
"48115","1.0","interacts with","Introduction to Digital Humanities1 (interacts with) Scanning","false","interacts with","Introduction to Digital Humanities1 (interacts with) Scanning"
"48116","1.0","interacts with","Introduction to Digital Humanities1 (interacts with) Searching","false","interacts with","Introduction to Digital Humanities1 (interacts with) Searching"
"48117","1.0","interacts with","Introduction to Digital Humanities1 (interacts with) Topic Modeling","false","interacts with","Introduction to Digital Humanities1 (interacts with) Topic Modeling"
"48118","1.0","interacts with","Introduction to Digital Humanities1 (interacts with) Text Mining","false","interacts with","Introduction to Digital Humanities1 (interacts with) Text Mining"
"48120","1.0","interacts with","Digital Public History (interacts with) Browsing","false","interacts with","Digital Public History (interacts with) Browsing"
"48121","1.0","interacts with","Digital Public History (interacts with) Georeferencing ","false","interacts with","Digital Public History (interacts with) Georeferencing "
"48122","1.0","interacts with","Digital Public History (interacts with) Mapping","false","interacts with","Digital Public History (interacts with) Mapping"
"48123","1.0","interacts with","Digital Public History (interacts with) Preservation Metadata ","false","interacts with","Digital Public History (interacts with) Preservation Metadata "
"48124","1.0","interacts with","Digital Public History (interacts with) Scanning","false","interacts with","Digital Public History (interacts with) Scanning"
"48125","1.0","interacts with","Digital Public History (interacts with) Searching","false","interacts with","Digital Public History (interacts with) Searching"
"48126","1.0","interacts with","Digital Public History (interacts with) Text Mining","false","interacts with","Digital Public History (interacts with) Text Mining"
"48128","1.0","interacts with","Teaching and Learning History in the Digital Age (interacts with) Georeferencing ","false","interacts with","Teaching and Learning History in the Digital Age (interacts with) Georeferencing "
"48129","1.0","interacts with","Teaching and Learning History in the Digital Age (interacts with) Mapping","false","interacts with","Teaching and Learning History in the Digital Age (interacts with) Mapping"
"48130","1.0","interacts with","Teaching and Learning History in the Digital Age (interacts with) Searching","false","interacts with","Teaching and Learning History in the Digital Age (interacts with) Searching"
"48131","1.0","interacts with","Teaching and Learning History in the Digital Age (interacts with) Text Mining","false","interacts with","Teaching and Learning History in the Digital Age (interacts with) Text Mining"
"48133","1.0","interacts with","Digital Public Humanities (Graduate Certificate) (interacts with) Browsing","false","interacts with","Digital Public Humanities (Graduate Certificate) (interacts with) Browsing"
"48134","1.0","interacts with","Digital Public Humanities (Graduate Certificate) (interacts with) Georeferencing ","false","interacts with","Digital Public Humanities (Graduate Certificate) (interacts with) Georeferencing "
"48135","1.0","interacts with","Digital Public Humanities (Graduate Certificate) (interacts with) Mapping","false","interacts with","Digital Public Humanities (Graduate Certificate) (interacts with) Mapping"
"48136","1.0","interacts with","Digital Public Humanities (Graduate Certificate) (interacts with) Preservation Metadata ","false","interacts with","Digital Public Humanities (Graduate Certificate) (interacts with) Preservation Metadata "
"48137","1.0","interacts with","Digital Public Humanities (Graduate Certificate) (interacts with) Scanning","false","interacts with","Digital Public Humanities (Graduate Certificate) (interacts with) Scanning"
"48138","1.0","interacts with","Digital Public Humanities (Graduate Certificate) (interacts with) Searching","false","interacts with","Digital Public Humanities (Graduate Certificate) (interacts with) Searching"
"48139","1.0","interacts with","Digital Public Humanities (Graduate Certificate) (interacts with) Topic Modeling","false","interacts with","Digital Public Humanities (Graduate Certificate) (interacts with) Topic Modeling"
"48140","1.0","interacts with","Digital Public Humanities (Graduate Certificate) (interacts with) Text Mining","false","interacts with","Digital Public Humanities (Graduate Certificate) (interacts with) Text Mining"
"48142","1.0","interacts with","VILA/DIGHUMLAB Online Course in Basic Transcription (interacts with) Encoding","false","interacts with","VILA/DIGHUMLAB Online Course in Basic Transcription (interacts with) Encoding"
"48144","1.0","interacts with","Puheen analyysin perusteet (Introduction to Speech Analysis) (interacts with) Browsing","false","interacts with","Puheen analyysin perusteet (Introduction to Speech Analysis) (interacts with) Browsing"
"48145","1.0","interacts with","Puheen analyysin perusteet (Introduction to Speech Analysis) (interacts with) Concordancing ","false","interacts with","Puheen analyysin perusteet (Introduction to Speech Analysis) (interacts with) Concordancing "
"48146","1.0","interacts with","Puheen analyysin perusteet (Introduction to Speech Analysis) (interacts with) Durable Persistent Media ","false","interacts with","Puheen analyysin perusteet (Introduction to Speech Analysis) (interacts with) Durable Persistent Media "
"48147","1.0","interacts with","Puheen analyysin perusteet (Introduction to Speech Analysis) (interacts with) Preservation Metadata ","false","interacts with","Puheen analyysin perusteet (Introduction to Speech Analysis) (interacts with) Preservation Metadata "
"48149","1.0","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Brainstorming","false","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Brainstorming"
"48150","1.0","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Browsing","false","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Browsing"
"48151","1.0","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Collocation Analysis ","false","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Collocation Analysis "
"48152","1.0","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Commenting","false","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Commenting"
"48153","1.0","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Concordancing ","false","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Concordancing "
"48154","1.0","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Durable Persistent Media ","false","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Durable Persistent Media "
"48155","1.0","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Encoding","false","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Encoding"
"48156","1.0","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Named Entity Recognition ","false","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Named Entity Recognition "
"48157","1.0","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Open Archival Information Systems","false","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Open Archival Information Systems"
"48158","1.0","interacts with","Data Clinic (Aineistoklinikka) (interacts with) POS-Tagging","false","interacts with","Data Clinic (Aineistoklinikka) (interacts with) POS-Tagging"
"48159","1.0","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Preservation Metadata ","false","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Preservation Metadata "
"48160","1.0","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Searching","false","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Searching"
"48161","1.0","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Sentiment Analysis ","false","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Sentiment Analysis "
"48162","1.0","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Topic Modeling","false","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Topic Modeling"
"48163","1.0","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Versioning","false","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Versioning"
"48164","1.0","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Text Mining","false","interacts with","Data Clinic (Aineistoklinikka) (interacts with) Text Mining"
"48166","1.0","interacts with","Digital Methods in Linguistics (interacts with) Concordancing ","false","interacts with","Digital Methods in Linguistics (interacts with) Concordancing "
"48167","1.0","interacts with","Digital Methods in Linguistics (interacts with) POS-Tagging","false","interacts with","Digital Methods in Linguistics (interacts with) POS-Tagging"
"48168","1.0","interacts with","Digital Methods in Linguistics (interacts with) Searching","false","interacts with","Digital Methods in Linguistics (interacts with) Searching"
"48169","1.0","interacts with","Introduction to Digital Humanities1 (interacts with) Information Retrieval","false","interacts with","Introduction to Digital Humanities1 (interacts with) Information Retrieval"
"48170","1.0","interacts with","Introduction to Digital Humanities1 (interacts with) Searching","false","interacts with","Introduction to Digital Humanities1 (interacts with) Searching"
"48172","1.0","interacts with","Processing and Analyzing Textual Data in the Humanities (interacts with) Collocation Analysis ","false","interacts with","Processing and Analyzing Textual Data in the Humanities (interacts with) Collocation Analysis "
"48173","1.0","interacts with","Processing and Analyzing Textual Data in the Humanities (interacts with) Concordancing ","false","interacts with","Processing and Analyzing Textual Data in the Humanities (interacts with) Concordancing "
"48174","1.0","interacts with","Processing and Analyzing Textual Data in the Humanities (interacts with) Information Retrieval","false","interacts with","Processing and Analyzing Textual Data in the Humanities (interacts with) Information Retrieval"
"48176","1.0","interacts with","Introduction to R and Data Structures (interacts with) Information Retrieval","false","interacts with","Introduction to R and Data Structures (interacts with) Information Retrieval"
"48177","1.0","interacts with","Introduction to R and Data Structures (interacts with) Text Mining","false","interacts with","Introduction to R and Data Structures (interacts with) Text Mining"
"48179","1.0","interacts with","Databases of History (interacts with) Linked Open Data","false","interacts with","Databases of History (interacts with) Linked Open Data"
"48180","1.0","interacts with","Databases of History (interacts with) Open Archival Information Systems","false","interacts with","Databases of History (interacts with) Open Archival Information Systems"
"48181","1.0","interacts with","Databases of History (interacts with) Web Crawling ","false","interacts with","Databases of History (interacts with) Web Crawling "
"48183","1.0","interacts with","Applying GIS in the Humanities (interacts with) Georeferencing ","false","interacts with","Applying GIS in the Humanities (interacts with) Georeferencing "
"48185","1.0","interacts with","Basics of Quantitative Data Analysis for the Humanities with R (interacts with) Pattern Recognition","false","interacts with","Basics of Quantitative Data Analysis for the Humanities with R (interacts with) Pattern Recognition"
"48186","1.0","interacts with","Basics of Quantitative Data Analysis for the Humanities with R (interacts with) Topic Modeling","false","interacts with","Basics of Quantitative Data Analysis for the Humanities with R (interacts with) Topic Modeling"
"48188","1.0","interacts with","Seminar of Digital Humanities (interacts with) Brainstorming","false","interacts with","Seminar of Digital Humanities (interacts with) Brainstorming"
"48190","1.0","interacts with","From Paper to Computer (interacts with) Encoding","false","interacts with","From Paper to Computer (interacts with) Encoding"
"48192","1.0","interacts with","Computer Graphics in Photoshop (interacts with) Photography","false","interacts with","Computer Graphics in Photoshop (interacts with) Photography"
"48193","1.0","interacts with","Computer Graphics in Photoshop (interacts with) Scanning","false","interacts with","Computer Graphics in Photoshop (interacts with) Scanning"
"48195","1.0","interacts with","Practice of Digital Humanities (interacts with) Brainstorming","false","interacts with","Practice of Digital Humanities (interacts with) Brainstorming"
"48197","1.0","interacts with","Processing Estonian Language in Python (interacts with) Cluster Analysis ","false","interacts with","Processing Estonian Language in Python (interacts with) Cluster Analysis "
"48198","1.0","interacts with","Processing Estonian Language in Python (interacts with) Collocation Analysis ","false","interacts with","Processing Estonian Language in Python (interacts with) Collocation Analysis "
"48199","1.0","interacts with","Processing Estonian Language in Python (interacts with) Encoding","false","interacts with","Processing Estonian Language in Python (interacts with) Encoding"
"48200","1.0","interacts with","Processing Estonian Language in Python (interacts with) POS-Tagging","false","interacts with","Processing Estonian Language in Python (interacts with) POS-Tagging"
"48201","1.0","interacts with","Processing Estonian Language in Python (interacts with) Principal Component Analysis","false","interacts with","Processing Estonian Language in Python (interacts with) Principal Component Analysis"
"48203","1.0","interacts with","Graphic Design and Vector Graphics (interacts with) Photography","false","interacts with","Graphic Design and Vector Graphics (interacts with) Photography"
"48205","1.0","interacts with","Computer Graphics and 3D Graphics (interacts with) Photography","false","interacts with","Computer Graphics and 3D Graphics (interacts with) Photography"
"48206","1.0","interacts with","Computer Graphics and 3D Graphics (interacts with) Scanning","false","interacts with","Computer Graphics and 3D Graphics (interacts with) Scanning"
"48208","1.0","interacts with","Basics of Digital Painting (interacts with) Replication ","false","interacts with","Basics of Digital Painting (interacts with) Replication "
"48210","1.0","interacts with","Digital Photography (interacts with) Photography","false","interacts with","Digital Photography (interacts with) Photography"
"48212","1.0","interacts with","Analyzing Text Corpora (interacts with) Collocation Analysis ","false","interacts with","Analyzing Text Corpora (interacts with) Collocation Analysis "
"48213","1.0","interacts with","Analyzing Text Corpora (interacts with) Concordancing ","false","interacts with","Analyzing Text Corpora (interacts with) Concordancing "
"48214","1.0","interacts with","Analyzing Text Corpora (interacts with) Searching","false","interacts with","Analyzing Text Corpora (interacts with) Searching"
"48216","1.0","interacts with","Geomatic Engineering for Cultural Heritage (interacts with) Georeferencing ","false","interacts with","Geomatic Engineering for Cultural Heritage (interacts with) Georeferencing "
"48217","1.0","interacts with","Geomatic Engineering for Cultural Heritage (interacts with) Machine Learning","false","interacts with","Geomatic Engineering for Cultural Heritage (interacts with) Machine Learning"
"48218","1.0","interacts with","Geomatic Engineering for Cultural Heritage (interacts with) Mapping","false","interacts with","Geomatic Engineering for Cultural Heritage (interacts with) Mapping"
"48219","1.0","interacts with","Geomatic Engineering for Cultural Heritage (interacts with) Photography","false","interacts with","Geomatic Engineering for Cultural Heritage (interacts with) Photography"
"48220","1.0","interacts with","Geomatic Engineering for Cultural Heritage (interacts with) Replication ","false","interacts with","Geomatic Engineering for Cultural Heritage (interacts with) Replication "
"48221","1.0","interacts with","Geomatic Engineering for Cultural Heritage (interacts with) Scanning","false","interacts with","Geomatic Engineering for Cultural Heritage (interacts with) Scanning"
"48223","1.0","interacts with","VILA/DIGHUMLAB Online Course in 360Â° Camera: Use and Data (interacts with) Encoding","false","interacts with","VILA/DIGHUMLAB Online Course in 360Â° Camera: Use and Data (interacts with) Encoding"
"48225","1.0","interacts with","VILA/DIGHUMLAB Online Course in ELAN (interacts with) Encoding","false","interacts with","VILA/DIGHUMLAB Online Course in ELAN (interacts with) Encoding"
"48227","1.0","interacts with","VILA/DIGHUMLAB Online Course in Transana (interacts with) Encoding","false","interacts with","VILA/DIGHUMLAB Online Course in Transana (interacts with) Encoding"
"48229","1.0","interacts with","BALADRIA Summer School in Digital Humanities (interacts with) Cluster Analysis ","false","interacts with","BALADRIA Summer School in Digital Humanities (interacts with) Cluster Analysis "
"48230","1.0","interacts with","BALADRIA Summer School in Digital Humanities (interacts with) Encoding","false","interacts with","BALADRIA Summer School in Digital Humanities (interacts with) Encoding"
"48231","1.0","interacts with","BALADRIA Summer School in Digital Humanities (interacts with) Information Retrieval","false","interacts with","BALADRIA Summer School in Digital Humanities (interacts with) Information Retrieval"
"48232","1.0","interacts with","BALADRIA Summer School in Digital Humanities (interacts with) Linked Open Data","false","interacts with","BALADRIA Summer School in Digital Humanities (interacts with) Linked Open Data"
"48233","1.0","interacts with","BALADRIA Summer School in Digital Humanities (interacts with) Named Entity Recognition ","false","interacts with","BALADRIA Summer School in Digital Humanities (interacts with) Named Entity Recognition "
"48234","1.0","interacts with","BALADRIA Summer School in Digital Humanities (interacts with) Topic Modeling","false","interacts with","BALADRIA Summer School in Digital Humanities (interacts with) Topic Modeling"
"48236","1.0","interacts with","BALADRIA Summer School in Digital Humanities1 (interacts with) Cluster Analysis ","false","interacts with","BALADRIA Summer School in Digital Humanities1 (interacts with) Cluster Analysis "
"48237","1.0","interacts with","BALADRIA Summer School in Digital Humanities1 (interacts with) Encoding","false","interacts with","BALADRIA Summer School in Digital Humanities1 (interacts with) Encoding"
"48238","1.0","interacts with","BALADRIA Summer School in Digital Humanities1 (interacts with) Information Retrieval","false","interacts with","BALADRIA Summer School in Digital Humanities1 (interacts with) Information Retrieval"
"48239","1.0","interacts with","BALADRIA Summer School in Digital Humanities1 (interacts with) Linked Open Data","false","interacts with","BALADRIA Summer School in Digital Humanities1 (interacts with) Linked Open Data"
"48240","1.0","interacts with","BALADRIA Summer School in Digital Humanities1 (interacts with) Named Entity Recognition ","false","interacts with","BALADRIA Summer School in Digital Humanities1 (interacts with) Named Entity Recognition "
"48241","1.0","interacts with","BALADRIA Summer School in Digital Humanities1 (interacts with) Topic Modeling","false","interacts with","BALADRIA Summer School in Digital Humanities1 (interacts with) Topic Modeling"
"48243","1.0","interacts with","ModÃ©lisation de donnÃ©es historiques (interacts with) Searching","false","interacts with","ModÃ©lisation de donnÃ©es historiques (interacts with) Searching"
"48245","1.0","interacts with","Programmation et exploitation du web pour historien (interacts with) Searching","false","interacts with","Programmation et exploitation du web pour historien (interacts with) Searching"
"48246","1.0","interacts with","Programmation et exploitation du web pour historien (interacts with) Sentiment Analysis ","false","interacts with","Programmation et exploitation du web pour historien (interacts with) Sentiment Analysis "
"48247","1.0","interacts with","Programmation et exploitation du web pour historien (interacts with) Web Crawling ","false","interacts with","Programmation et exploitation du web pour historien (interacts with) Web Crawling "
"48249","1.0","interacts with","Master Â« Patrimoine et musÃ©es Â», parcours Â« MÃ©diation culturelle, patrimoine et numÃ©rique Â» (interacts with) Information Retrieval","false","interacts with","Master Â« Patrimoine et musÃ©es Â», parcours Â« MÃ©diation culturelle, patrimoine et numÃ©rique Â» (interacts with) Information Retrieval"
"48251","1.0","interacts with","Master sciences du langage parcours HumanitÃ©s numÃ©riques : linguistique et informatique (interacts with) Cluster Analysis ","false","interacts with","Master sciences du langage parcours HumanitÃ©s numÃ©riques : linguistique et informatique (interacts with) Cluster Analysis "
"48252","1.0","interacts with","Master sciences du langage parcours HumanitÃ©s numÃ©riques : linguistique et informatique (interacts with) Collocation Analysis ","false","interacts with","Master sciences du langage parcours HumanitÃ©s numÃ©riques : linguistique et informatique (interacts with) Collocation Analysis "
"48253","1.0","interacts with","Master sciences du langage parcours HumanitÃ©s numÃ©riques : linguistique et informatique (interacts with) Concordancing ","false","interacts with","Master sciences du langage parcours HumanitÃ©s numÃ©riques : linguistique et informatique (interacts with) Concordancing "
"48254","1.0","interacts with","Master sciences du langage parcours HumanitÃ©s numÃ©riques : linguistique et informatique (interacts with) Encoding","false","interacts with","Master sciences du langage parcours HumanitÃ©s numÃ©riques : linguistique et informatique (interacts with) Encoding"
"48255","1.0","interacts with","Master sciences du langage parcours HumanitÃ©s numÃ©riques : linguistique et informatique (interacts with) POS-Tagging","false","interacts with","Master sciences du langage parcours HumanitÃ©s numÃ©riques : linguistique et informatique (interacts with) POS-Tagging"
"48256","1.0","interacts with","Master sciences du langage parcours HumanitÃ©s numÃ©riques : linguistique et informatique (interacts with) Web Crawling ","false","interacts with","Master sciences du langage parcours HumanitÃ©s numÃ©riques : linguistique et informatique (interacts with) Web Crawling "
"48257","1.0","interacts with","Master sciences du langage parcours HumanitÃ©s numÃ©riques : linguistique et informatique (interacts with) Text Mining","false","interacts with","Master sciences du langage parcours HumanitÃ©s numÃ©riques : linguistique et informatique (interacts with) Text Mining"
"48259","1.0","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Browsing","false","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Browsing"
"48260","1.0","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Durable Persistent Media ","false","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Durable Persistent Media "
"48261","1.0","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Gamification","false","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Gamification"
"48262","1.0","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Georeferencing ","false","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Georeferencing "
"48263","1.0","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Information Retrieval","false","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Information Retrieval"
"48264","1.0","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Linked Open Data","false","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Linked Open Data"
"48265","1.0","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Mapping","false","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Mapping"
"48266","1.0","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Photography","false","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Photography"
"48267","1.0","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Scanning","false","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Scanning"
"48268","1.0","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Searching","false","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Searching"
"48269","1.0","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Sentiment Analysis ","false","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Sentiment Analysis "
"48270","1.0","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Technology Preservation","false","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Technology Preservation"
"48271","1.0","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Topic Modeling","false","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Topic Modeling"
"48272","1.0","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Web Crawling ","false","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Web Crawling "
"48273","1.0","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Text Mining","false","interacts with","Masters in Digital Humanities and Public Culture (interacts with) Text Mining"
"48275","1.0","interacts with","Digital Humanities Major (interacts with) Browsing","false","interacts with","Digital Humanities Major (interacts with) Browsing"
"48276","1.0","interacts with","Digital Humanities Major (interacts with) Debugging","false","interacts with","Digital Humanities Major (interacts with) Debugging"
"48277","1.0","interacts with","Digital Humanities Major (interacts with) Gamification","false","interacts with","Digital Humanities Major (interacts with) Gamification"
"48278","1.0","interacts with","Digital Humanities Major (interacts with) Georeferencing ","false","interacts with","Digital Humanities Major (interacts with) Georeferencing "
"48279","1.0","interacts with","Digital Humanities Major (interacts with) Information Retrieval","false","interacts with","Digital Humanities Major (interacts with) Information Retrieval"
"48280","1.0","interacts with","Digital Humanities Major (interacts with) Linked Open Data","false","interacts with","Digital Humanities Major (interacts with) Linked Open Data"
"48281","1.0","interacts with","Digital Humanities Major (interacts with) Machine Learning","false","interacts with","Digital Humanities Major (interacts with) Machine Learning"
"48282","1.0","interacts with","Digital Humanities Major (interacts with) Mapping","false","interacts with","Digital Humanities Major (interacts with) Mapping"
"48283","1.0","interacts with","Digital Humanities Major (interacts with) Photography","false","interacts with","Digital Humanities Major (interacts with) Photography"
"48284","1.0","interacts with","Digital Humanities Major (interacts with) Preservation Metadata ","false","interacts with","Digital Humanities Major (interacts with) Preservation Metadata "
"48285","1.0","interacts with","Digital Humanities Major (interacts with) Scanning","false","interacts with","Digital Humanities Major (interacts with) Scanning"
"48286","1.0","interacts with","Digital Humanities Major (interacts with) Searching","false","interacts with","Digital Humanities Major (interacts with) Searching"
"48287","1.0","interacts with","Digital Humanities Major (interacts with) Sentiment Analysis ","false","interacts with","Digital Humanities Major (interacts with) Sentiment Analysis "
"48288","1.0","interacts with","Digital Humanities Major (interacts with) Technology Preservation","false","interacts with","Digital Humanities Major (interacts with) Technology Preservation"
"48289","1.0","interacts with","Digital Humanities Major (interacts with) Topic Modeling","false","interacts with","Digital Humanities Major (interacts with) Topic Modeling"
"48290","1.0","interacts with","Digital Humanities Major (interacts with) Web Crawling ","false","interacts with","Digital Humanities Major (interacts with) Web Crawling "
"48291","1.0","interacts with","Digital Humanities Major (interacts with) Text Mining","false","interacts with","Digital Humanities Major (interacts with) Text Mining"
"48293","1.0","interacts with","PhD - Digital Humanities (interacts with) Browsing","false","interacts with","PhD - Digital Humanities (interacts with) Browsing"
"48294","1.0","interacts with","PhD - Digital Humanities (interacts with) Gamification","false","interacts with","PhD - Digital Humanities (interacts with) Gamification"
"48295","1.0","interacts with","PhD - Digital Humanities (interacts with) Georeferencing ","false","interacts with","PhD - Digital Humanities (interacts with) Georeferencing "
"48296","1.0","interacts with","PhD - Digital Humanities (interacts with) Information Retrieval","false","interacts with","PhD - Digital Humanities (interacts with) Information Retrieval"
"48297","1.0","interacts with","PhD - Digital Humanities (interacts with) Linked Open Data","false","interacts with","PhD - Digital Humanities (interacts with) Linked Open Data"
"48298","1.0","interacts with","PhD - Digital Humanities (interacts with) Machine Learning","false","interacts with","PhD - Digital Humanities (interacts with) Machine Learning"
"48299","1.0","interacts with","PhD - Digital Humanities (interacts with) Mapping","false","interacts with","PhD - Digital Humanities (interacts with) Mapping"
"48300","1.0","interacts with","PhD - Digital Humanities (interacts with) Pattern Recognition","false","interacts with","PhD - Digital Humanities (interacts with) Pattern Recognition"
"48301","1.0","interacts with","PhD - Digital Humanities (interacts with) Photography","false","interacts with","PhD - Digital Humanities (interacts with) Photography"
"48302","1.0","interacts with","PhD - Digital Humanities (interacts with) Preservation Metadata ","false","interacts with","PhD - Digital Humanities (interacts with) Preservation Metadata "
"48303","1.0","interacts with","PhD - Digital Humanities (interacts with) Scanning","false","interacts with","PhD - Digital Humanities (interacts with) Scanning"
"48304","1.0","interacts with","PhD - Digital Humanities (interacts with) Searching","false","interacts with","PhD - Digital Humanities (interacts with) Searching"
"48305","1.0","interacts with","PhD - Digital Humanities (interacts with) Sentiment Analysis ","false","interacts with","PhD - Digital Humanities (interacts with) Sentiment Analysis "
"48306","1.0","interacts with","PhD - Digital Humanities (interacts with) Technology Preservation","false","interacts with","PhD - Digital Humanities (interacts with) Technology Preservation"
"48307","1.0","interacts with","PhD - Digital Humanities (interacts with) Topic Modeling","false","interacts with","PhD - Digital Humanities (interacts with) Topic Modeling"
"48308","1.0","interacts with","PhD - Digital Humanities (interacts with) Versioning","false","interacts with","PhD - Digital Humanities (interacts with) Versioning"
"48309","1.0","interacts with","PhD - Digital Humanities (interacts with) Web Crawling ","false","interacts with","PhD - Digital Humanities (interacts with) Web Crawling "
"48310","1.0","interacts with","PhD - Digital Humanities (interacts with) Text Mining","false","interacts with","PhD - Digital Humanities (interacts with) Text Mining"
"48312","1.0","interacts with","Digital Humanities Research Methods (interacts with) Browsing","false","interacts with","Digital Humanities Research Methods (interacts with) Browsing"
"48313","1.0","interacts with","Digital Humanities Research Methods (interacts with) Cluster Analysis ","false","interacts with","Digital Humanities Research Methods (interacts with) Cluster Analysis "
"48314","1.0","interacts with","Digital Humanities Research Methods (interacts with) Encoding","false","interacts with","Digital Humanities Research Methods (interacts with) Encoding"
"48315","1.0","interacts with","Digital Humanities Research Methods (interacts with) Information Retrieval","false","interacts with","Digital Humanities Research Methods (interacts with) Information Retrieval"
"48316","1.0","interacts with","Digital Humanities Research Methods (interacts with) Linked Open Data","false","interacts with","Digital Humanities Research Methods (interacts with) Linked Open Data"
"48317","1.0","interacts with","Digital Humanities Research Methods (interacts with) Machine Learning","false","interacts with","Digital Humanities Research Methods (interacts with) Machine Learning"
"48318","1.0","interacts with","Digital Humanities Research Methods (interacts with) Named Entity Recognition ","false","interacts with","Digital Humanities Research Methods (interacts with) Named Entity Recognition "
